ID,Book,PDF page,Printed page,Section,Content,Type,Classification,Severity,Frequency,Friction,Priority,Current App Path,Searchable? / tested query,Context-linked?,Table view?,Problem,Recommended minimal fix,Need ID,Solution categories,Workflows
reclvse-reclvse-class-beast-starting,RECLVSE,28,28,Beast — Starting Lore,Beast — Starting Lore,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.class.beast.starting,yes: Beast — Starting Lore,no,yes,"This individual class-option table includes its full option effect. It does not contain the complete archetype base statistics, abilities or downside, audited separately.",None.,reclvse-reclvse-class-beast-starting,,Solo
reclvse-reclvse-class-beast-powers,RECLVSE,28,28,Beast — Archetype Skills,Beast — Archetype Skills,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.class.beast.powers,yes: Beast — Archetype Skills,no,yes,"This individual class-option table includes its full option effect. It does not contain the complete archetype base statistics, abilities or downside, audited separately.",None.,reclvse-reclvse-class-beast-powers,,Solo
reclvse-reclvse-class-fanatic-specialty,RECLVSE,30,30,Fanatic — Prayer of the Day,Fanatic — Prayer of the Day,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.class.fanatic.specialty,yes: Fanatic — Prayer of the Day,no,yes,"This individual class-option table includes its full option effect. It does not contain the complete archetype base statistics, abilities or downside, audited separately.",None.,reclvse-reclvse-class-fanatic-specialty,,Solo
reclvse-reclvse-class-fanatic-starting,RECLVSE,30,30,Fanatic — Starting Doctrine,Fanatic — Starting Doctrine,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.class.fanatic.starting,yes: Fanatic — Starting Doctrine,no,yes,"This individual class-option table includes its full option effect. It does not contain the complete archetype base statistics, abilities or downside, audited separately.",None.,reclvse-reclvse-class-fanatic-starting,,Solo
reclvse-reclvse-class-fanatic-powers,RECLVSE,30,30,Fanatic — Archetype Skills,Fanatic — Archetype Skills,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:reclvse.class.fanatic.powers,yes: Fanatic — Archetype Skills,no,yes,"This individual class-option table includes its full option effect. It does not contain the complete archetype base statistics, abilities or downside, audited separately.",None.,reclvse-reclvse-class-fanatic-powers,,Solo
aitc-aitc-city-crawl-failure,Alöne in the Crowd,7,5,City Crawl — Failure,City Crawl — Failure,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.city-crawl-failure,yes: City Crawl — Failure,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-city-crawl-failure,,City
aitc-aitc-directions-reaction,Alöne in the Crowd,7,5,Get Directions — Weak Hit Reaction,Get Directions — Weak Hit Reaction,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.directions-reaction,yes: Get Directions — Weak Hit Reaction,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-directions-reaction,,City
aitc-aitc-pray-strong,Alöne in the Crowd,7,5,Pray — Strong Hit,Pray — Strong Hit,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.pray-strong,yes: Pray — Strong Hit,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-pray-strong,,City
aitc-aitc-pray-failure,Alöne in the Crowd,7,5,Pray — Failure,Pray — Failure,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.pray-failure,yes: Pray — Failure,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-pray-failure,,City
aitc-aitc-stash-weak,Alöne in the Crowd,8,6,Stash Item — Weak Hit,Stash Item — Weak Hit,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.stash-weak,yes: Stash Item — Weak Hit,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-stash-weak,,City
aitc-aitc-animals,Alöne in the Crowd,8,6,Animals,Animals,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.animals,yes: Animals,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-animals,,City
aitc-aitc-civic-buildings,Alöne in the Crowd,8,6,Civic Buildings,Civic Buildings,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.civic-buildings,yes: Civic Buildings,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-civic-buildings,,City
aitc-aitc-city-gate-reaction,Alöne in the Crowd,8,6,City Gate — Guards Reaction,City Gate — Guards Reaction,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.city-gate-reaction,yes: City Gate — Guards Reaction,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-city-gate-reaction,,City
aitc-aitc-festival-adjective,Alöne in the Crowd,9,7,Festivals — Adjective,Festivals — Adjective,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.festival-adjective,yes: Festivals — Adjective,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-festival-adjective,,City
aitc-aitc-festival-subject,Alöne in the Crowd,9,7,Festivals — Subject,Festivals — Subject,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.festival-subject,yes: Festivals — Subject,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-festival-subject,,City
aitc-aitc-gatherings,Alöne in the Crowd,9,7,Gatherings,Gatherings,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.gatherings,yes: Gatherings,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-gatherings,,City
aitc-aitc-funeral-mourners,Alöne in the Crowd,9,7,Gatherings — Funeral Mourners,Gatherings — Funeral Mourners,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.funeral-mourners,yes: Gatherings — Funeral Mourners,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-funeral-mourners,,City
aitc-aitc-contest,Alöne in the Crowd,9,7,Gatherings — Contest,Gatherings — Contest,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.contest,yes: Gatherings — Contest,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-contest,,City
aitc-aitc-spectacle,Alöne in the Crowd,9,7,Gatherings — Spectacle,Gatherings — Spectacle,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.spectacle,yes: Gatherings — Spectacle,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-spectacle,,City
aitc-aitc-riot-complication,Alöne in the Crowd,9,7,Gatherings — Riot Complication,Gatherings — Riot Complication,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.riot-complication,yes: Gatherings — Riot Complication,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-riot-complication,,City
aitc-aitc-hazards,Alöne in the Crowd,10,8,Hazards,Hazards,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.hazards,yes: Hazards,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-hazards,,City
aitc-aitc-holy-places-small,Alöne in the Crowd,10,8,Holy Places — Villages and Smaller,Holy Places — Villages and Smaller,Table,PRESENT_BUT_INDIRECT,P2,3,2,6,Reference Desk → oracle:aitc.holy-places-small,yes: Holy Places — Villages and Smaller,yes,yes,"The table result is readable, but settlement-size selection or optional staffed-site guidance sits in result metadata and linked tables rather than the standalone TABLE view. No missing mandatory effect is inferred from a duplicated helper note.",Expose a compact contextual use note and the appropriate canonical branch link.,aitc-aitc-holy-places-small,CONTEXT_LINK; RESULT_LINK,City
aitc-aitc-holy-places-large,Alöne in the Crowd,10,8,Holy Places — Cities and Larger,Holy Places — Cities and Larger,Table,PRESENT_BUT_INDIRECT,P2,3,2,6,Reference Desk → oracle:aitc.holy-places-large,yes: Holy Places — Cities and Larger,yes,yes,"The table result is readable, but settlement-size selection or optional staffed-site guidance sits in result metadata and linked tables rather than the standalone TABLE view. No missing mandatory effect is inferred from a duplicated helper note.",Expose a compact contextual use note and the appropriate canonical branch link.,aitc-aitc-holy-places-large,CONTEXT_LINK; RESULT_LINK,City
aitc-aitc-interior-hovel,Alöne in the Crowd,10,8,Interior Locations — Hovel,Interior Locations — Hovel,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.interior-hovel,yes: Interior Locations — Hovel,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-interior-hovel,,City
aitc-aitc-interior-townhouse,Alöne in the Crowd,10,8,Interior Locations — Townhouse,Interior Locations — Townhouse,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.interior-townhouse,yes: Interior Locations — Townhouse,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-interior-townhouse,,City
aitc-aitc-interior-mansion,Alöne in the Crowd,10,8,Interior Locations — Mansion,Interior Locations — Mansion,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.interior-mansion,yes: Interior Locations — Mansion,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-interior-mansion,,City
aitc-aitc-merchant-disposition,Alöne in the Crowd,10,8,Merchant Dispositions,Merchant Dispositions,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.merchant-disposition,yes: Merchant Dispositions,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-merchant-disposition,,City
aitc-aitc-notable-artefact-type,Alöne in the Crowd,11,9,Notable Artefacts — Type,Notable Artefacts — Type,Table,PARTIAL,P2,3,4,12,Reference Desk → oracle:aitc.notable-artefact-type,yes: Notable Artefacts — Type,yes,yes,"Generated results display conditional/effect metadata, but TABLE displays only entry.text and simple child text. A known row can therefore omit its required condition or effect when looked up directly.","Reuse the structured effect/condition rendering in TABLE, without requiring a random roll to read the needed row.",aitc-aitc-notable-artefact-type,TABLE_VIEW,City
aitc-aitc-notable-artefact-concerning,Alöne in the Crowd,11,9,Notable Artefacts — Book/Manuscript Concerning,Notable Artefacts — Book/Manuscript Concerning,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.notable-artefact-concerning,yes: Notable Artefacts — Book/Manuscript Concerning,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-notable-artefact-concerning,,City
aitc-aitc-notable-artefact-composition,Alöne in the Crowd,11,9,Notable Artefacts — Depicting Composition,Notable Artefacts — Depicting Composition,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.notable-artefact-composition,yes: Notable Artefacts — Depicting Composition,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-notable-artefact-composition,,City
aitc-aitc-notable-artefact-adjective,Alöne in the Crowd,11,9,Notable Artefacts — Depicting Descriptor,Notable Artefacts — Depicting Descriptor,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.notable-artefact-adjective,yes: Notable Artefacts — Depicting Descriptor,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-notable-artefact-adjective,,City
aitc-aitc-notable-artefact-subject,Alöne in the Crowd,11,9,Notable Artefacts — Depicting Subject / Effect,Notable Artefacts — Depicting Subject / Effect,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.notable-artefact-subject,yes: Notable Artefacts — Depicting Subject / Effect,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-notable-artefact-subject,,City
aitc-aitc-sculpture-size,Alöne in the Crowd,11,9,Notable Artefacts — Sculpture Size,Notable Artefacts — Sculpture Size,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.sculpture-size,yes: Notable Artefacts — Sculpture Size,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-sculpture-size,,City
aitc-aitc-settlement-descriptor,Alöne in the Crowd,11,9,Settlement Descriptor,Settlement Descriptor,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.settlement-descriptor,yes: Settlement Descriptor,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-settlement-descriptor,,City
aitc-aitc-settlement-name-prefix,Alöne in the Crowd,12,10,Settlement Name — Prefix,Settlement Name — Prefix,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.settlement-name-prefix,yes: Settlement Name — Prefix,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-settlement-name-prefix,,City
aitc-aitc-settlement-name-suffix,Alöne in the Crowd,12,10,Settlement Name — Suffix,Settlement Name — Suffix,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.settlement-name-suffix,yes: Settlement Name — Suffix,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-settlement-name-suffix,,City
aitc-aitc-settlement-size,Alöne in the Crowd,12,10,Settlement Size,Settlement Size,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.settlement-size,yes: Settlement Size,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-settlement-size,,City
aitc-aitc-special-structures-small,Alöne in the Crowd,12,10,Special Structures — Villages and Smaller,Special Structures — Villages and Smaller,Table,PRESENT_BUT_INDIRECT,P2,3,2,6,Reference Desk → oracle:aitc.special-structures-small,yes: Special Structures — Villages and Smaller,yes,yes,"The table result is readable, but settlement-size selection or optional staffed-site guidance sits in result metadata and linked tables rather than the standalone TABLE view. No missing mandatory effect is inferred from a duplicated helper note.",Expose a compact contextual use note and the appropriate canonical branch link.,aitc-aitc-special-structures-small,CONTEXT_LINK; RESULT_LINK,City
aitc-aitc-special-structures-large,Alöne in the Crowd,12,10,Special Structures — Towns and Larger,Special Structures — Towns and Larger,Table,PRESENT_BUT_INDIRECT,P2,3,2,6,Reference Desk → oracle:aitc.special-structures-large,yes: Special Structures — Towns and Larger,yes,yes,"The table result is readable, but settlement-size selection or optional staffed-site guidance sits in result metadata and linked tables rather than the standalone TABLE view. No missing mandatory effect is inferred from a duplicated helper note.",Expose a compact contextual use note and the appropriate canonical branch link.,aitc-aitc-special-structures-large,CONTEXT_LINK; RESULT_LINK,City
aitc-aitc-taverns,Alöne in the Crowd,13,11,Taverns,Taverns,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.taverns,yes: Taverns,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-taverns,,City
aitc-aitc-unexpected-events,Alöne in the Crowd,13,11,Unexpected Events,Unexpected Events,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.unexpected-events,yes: Unexpected Events,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-unexpected-events,,City
aitc-aitc-falling-object,Alöne in the Crowd,13,11,Unexpected Events — Falling Object,Unexpected Events — Falling Object,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.falling-object,yes: Unexpected Events — Falling Object,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-falling-object,,City
aitc-aitc-hunting-party,Alöne in the Crowd,13,11,Unexpected Events — Hunting Party,Unexpected Events — Hunting Party,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.hunting-party,yes: Unexpected Events — Hunting Party,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-hunting-party,,City
aitc-aitc-businesses,Alöne in the Crowd,14,12,Businesses,Businesses,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.businesses,yes: Businesses,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-businesses,,City
aitc-aitc-npc-encounters,Alöne in the Crowd,15; 16,"13, 14",NPC Encounters,NPC Encounters,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.npc-encounters,yes: NPC Encounters,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-npc-encounters,,City
aitc-aitc-npc-musician,Alöne in the Crowd,15,13,NPC Encounter 13 — Musician,NPC Encounter 13 — Musician,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.npc-musician,yes: NPC Encounter 13 — Musician,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-npc-musician,,City
aitc-aitc-npc-cursed-toy,Alöne in the Crowd,15,13,NPC Encounter 14 — Cursed Toy,NPC Encounter 14 — Cursed Toy,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.npc-cursed-toy,yes: NPC Encounter 14 — Cursed Toy,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-npc-cursed-toy,,City
aitc-aitc-npc-prophet,Alöne in the Crowd,15,13,NPC Encounter 15 — Prophet,NPC Encounter 15 — Prophet,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.npc-prophet,yes: NPC Encounter 15 — Prophet,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-npc-prophet,,City
aitc-aitc-npc-soldier,Alöne in the Crowd,15,13,NPC Encounter 23 — Soldier Reaction Modifier,NPC Encounter 23 — Soldier Reaction Modifier,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.npc-soldier,yes: NPC Encounter 23 — Soldier Reaction Modifier,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-npc-soldier,,City
aitc-aitc-npc-beggar,Alöne in the Crowd,15,13,NPC Encounter 24 — Beggar,NPC Encounter 24 — Beggar,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.npc-beggar,yes: NPC Encounter 24 — Beggar,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-npc-beggar,,City
aitc-aitc-npc-wound,Alöne in the Crowd,15,13,NPC Encounter 26 — Wounded Person,NPC Encounter 26 — Wounded Person,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.npc-wound,yes: NPC Encounter 26 — Wounded Person,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-npc-wound,,City
aitc-aitc-npc-servant,Alöne in the Crowd,16,14,NPC Encounter 45 — Servant,NPC Encounter 45 — Servant,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.npc-servant,yes: NPC Encounter 45 — Servant,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-npc-servant,,City
aitc-aitc-npc-mugger,Alöne in the Crowd,16,14,NPC Encounter 46 — Mugger,NPC Encounter 46 — Mugger,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.npc-mugger,yes: NPC Encounter 46 — Mugger,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-npc-mugger,,City
aitc-aitc-npc-pilgrim,Alöne in the Crowd,16,14,NPC Encounter 51 — Pilgrim,NPC Encounter 51 — Pilgrim,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.npc-pilgrim,yes: NPC Encounter 51 — Pilgrim,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-npc-pilgrim,,City
aitc-aitc-npc-imp,Alöne in the Crowd,16,14,NPC Encounter 53 — Demonologist’s Imp,NPC Encounter 53 — Demonologist’s Imp,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.npc-imp,yes: NPC Encounter 53 — Demonologist’s Imp,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-npc-imp,,City
aitc-aitc-npc-fence-weapon,Alöne in the Crowd,16,14,NPC Encounter 55 — Fence Weapon,NPC Encounter 55 — Fence Weapon,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.npc-fence-weapon,yes: NPC Encounter 55 — Fence Weapon,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-npc-fence-weapon,,City
aitc-aitc-npc-poet,Alöne in the Crowd,16,14,NPC Encounter 56 — Poet,NPC Encounter 56 — Poet,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.npc-poet,yes: NPC Encounter 56 — Poet,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-npc-poet,,City
aitc-aitc-npc-armour,Alöne in the Crowd,16,14,NPC Encounters — Default Armour,NPC Encounters — Default Armour,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.npc-armour,yes: NPC Encounters — Default Armour,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-npc-armour,,City
aitc-aitc-npc-damage,Alöne in the Crowd,16,14,NPC Encounters — Default Damage,NPC Encounters — Default Damage,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.npc-damage,yes: NPC Encounters — Default Damage,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-npc-damage,,City
aitc-aitc-street-adjective,Alöne in the Crowd,17,15,Street Adjective,Street Adjective,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.street-adjective,yes: Street Adjective,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-street-adjective,,City
aitc-aitc-street-type,Alöne in the Crowd,17,15,Street Type,Street Type,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.street-type,yes: Street Type,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-street-type,,City
aitc-aitc-street-exits,Alöne in the Crowd,17,15,Street Exits,Street Exits,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.street-exits,yes: Street Exits,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-street-exits,,City
aitc-aitc-street-contents,Alöne in the Crowd,17,15,Street Contents,Street Contents,Table,PRESENT_BUT_INDIRECT,P2,3,2,6,Reference Desk → oracle:aitc.street-contents,yes: Street Contents,yes,yes,"The table result is readable, but settlement-size selection or optional staffed-site guidance sits in result metadata and linked tables rather than the standalone TABLE view. No missing mandatory effect is inferred from a duplicated helper note.",Expose a compact contextual use note and the appropriate canonical branch link.,aitc-aitc-street-contents,CONTEXT_LINK; RESULT_LINK,City
aitc-aitc-backtracking,Alöne in the Crowd,17,15,Backtracking,Backtracking,Table,RESOLVED,—,3,1,3,Reference Desk → oracle:aitc.backtracking,yes: Backtracking,yes,yes,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,aitc-aitc-backtracking,,City
sd-general-move,Sölitary Defilement,7,5,General Adventuring Move,General Adventuring Move,Rule,RESOLVED,—,4,1,4,Reference Desk → rule:sd.general-move,yes: General Adventuring Move,yes,n/a,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,sd-general-move,,Solo; Dungeon
sd-flee,Sölitary Defilement,8,6,Flee Combat,Flee Combat,Rule,RESOLVED,—,4,1,4,Reference Desk → rule:sd.flee-combat,yes: Flee Combat,yes,n/a,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,sd-flee,,Combat; Dungeon
sd-search,Sölitary Defilement,8,6,Searching for an Object,Searching for an Object,Rule,RESOLVED,—,4,1,4,Reference Desk → rule:sd.search-move,yes: Searching for an Object,yes,n/a,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,sd-search,,Dungeon; Equipment
sd-camping,Sölitary Defilement,8,6,Take a Breather / Camping,Take a Breather / Camping,Rule,RESOLVED,—,4,1,4,Reference Desk → rule:sd.camping-move,yes: Take a Breather / Camping,yes,n/a,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,sd-camping,,Dungeon; Travel
sd-resupply,Sölitary Defilement,8,6,Resupply,Resupply,Rule,RESOLVED,—,4,1,4,Reference Desk → rule:sd.resupply,yes: Resupply,yes,n/a,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,sd-resupply,,Travel; Dungeon
sd-travel-day,Sölitary Defilement,17,15,Daily Travel Flowchart,Daily Travel Flowchart,Rule,RESOLVED,—,5,1,5,Reference Desk → rule:sd.travel-day,yes: Daily Travel Flowchart,yes,n/a,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,sd-travel-day,,Travel
sd-offroad,Sölitary Defilement,17,15,Animal Tracks / Roads in Disrepair,Animal Tracks / Roads in Disrepair,Rule,RESOLVED,—,4,1,4,Reference Desk → rule:sd.leaving-road,yes: Animal Tracks / Roads in Disrepair,yes,n/a,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,sd-offroad,,Travel
sd-dungeon-crawl,Sölitary Defilement,9,7,Dungeon Crawling,Dungeon Crawling,Rule,RESOLVED,—,5,1,5,Reference Desk → rule:sd.dungeonCrawling,yes: Dungeon Crawling,yes,n/a,The canonical table has usable original results and visible roll ranges; no additional mandatory rule is needed for this standalone lookup.,None.,sd-dungeon-crawl,,Dungeon
sd-special-room-preparation,Sölitary Defilement,9; 19,"7, 17",Prepare four Special Rooms,Prepare four Special Rooms,Procedure,RESOLVED,—,5,1,5,Dungeon → CRAWL → prepared Room 01–04 / SOURCE,yes: Prepare four Special Rooms,yes,n/a,"The app creates four fixed prepared room packets and labels the choice of Core sample material as application preparation policy, distinct from the SD instruction to prepare four rooms. The source does not prescribe a bespoke prose generator.",None.,sd-special-room-preparation,,Dungeon
sd-fixed-common,Sölitary Defilement,19,17,Prepare fixed six Common encounters,Prepare fixed six Common encounters,Procedure,RESOLVED,—,5,1,5,Dungeon → Encounters / rule:sd.stockCommon,yes: Prepare fixed six Common encounters,yes,n/a,Six persistent Common slots are created once per dungeon; the common source pool and optional regional route remain inspectable.,None.,sd-fixed-common,,Dungeon; Monster
sd-fixed-rare,Sölitary Defilement,19,17,Prepare fixed six Rare encounters,Prepare fixed six Rare encounters,Procedure,RESOLVED,—,5,1,5,Dungeon → Encounters / rule:sd.stockRare,yes: Prepare fixed six Rare encounters,yes,n/a,Six persistent Rare slots retain the d8+Dungeon DR selector and source-unavailable results rather than manufacturing out-of-range creatures.,None.,sd-fixed-rare,,Dungeon; Monster
